,date,species,sowtype,repeated,IDtime,NOtime,density,number,rootDW,stemDW,leafDW
1142,20240111,Corn,Monoculture,1,4,28,High,770,0.0757,0.0269,0.0538
1143,20240111,Corn,Monoculture,1,4,28,High,770,0.1981,0.0266,0.0265
1144,20240111,Corn,Monoculture,1,4,28,High,770,0.1406,0.0137,0.0193
1145,20240111,Corn,Monoculture,1,4,28,High,770,0.0278,0.0195,0.0151
1146,20240111,Corn,Monoculture,1,4,28,High,770,0.0979,0.0361,0.0425
1147,20240111,Corn,Monoculture,1,4,28,High,770,0.0933,0.0246,0.0203
1148,20240111,Corn,Monoculture,1,4,28,High,770,0.0644,0.0209,0.0191
1149,20240111,Corn,Monoculture,1,4,28,High,770,0.1557,0.0173,0.0263
1150,20240111,Corn,Monoculture,1,4,28,High,770,0.1042,0.0248,0.0181
1151,20240111,Corn,Monoculture,2,4,28,High,776,0.1897,0.0209,0.0314
1152,20240111,Corn,Monoculture,2,4,28,High,776,0.1024,0.0235,0.0301
1153,20240111,Corn,Monoculture,2,4,28,High,776,0.1273,0.0213,0.0315
1154,20240111,Corn,Monoculture,2,4,28,High,776,0.1153,0.0153,0.0212
1155,20240111,Corn,Monoculture,2,4,28,High,776,0.1692,0.0289,0.0205
1156,20240111,Corn,Monoculture,2,4,28,High,776,0.1539,0.0257,0.0233
1157,20240111,Corn,Monoculture,2,4,28,High,776,0.1392,0.0273,0.0265
1158,20240111,Corn,Monoculture,2,4,28,High,776,0.1879,0.028,0.03
1159,20240111,Corn,Monoculture,2,4,28,High,776,0.1326,0.0268,0.0369
1160,20240111,Corn,Monoculture,2,4,28,High,776,0.1092,0.0258,0.0411
1161,20240111,Corn,Monoculture,3,4,28,High,772,0.0532,0.0261,0.0347
1162,20240111,Corn,Monoculture,3,4,28,High,772,0.1195,0.0244,0.0194
1163,20240111,Corn,Monoculture,3,4,28,High,772,0.0928,0.0285,0.0202
1164,20240111,Corn,Monoculture,3,4,28,High,772,0.1623,0.0344,0.0261
1165,20240111,Corn,Monoculture,3,4,28,High,772,0.089,0.0278,0.0288
1166,20240111,Corn,Monoculture,3,4,28,High,772,0.0554,0.028,0.0308
1167,20240111,Corn,Monoculture,3,4,28,High,772,0.1225,0.0335,0.0385
1168,20240111,Corn,Monoculture,3,4,28,High,772,0.0602,0.0309,0.0327
1169,20240111,Corn,Monoculture,3,4,28,High,772,0.1414,0.0195,0.027
1170,20240111,Corn,Monoculture,3,4,28,High,772,0.1198,0.0182,0.0169
1441,20240118,Corn,Monoculture,1,5,35,Low,133,0.1661,0.0171,0.0326
1442,20240118,Corn,Monoculture,1,5,35,Low,133,0.1384,0.0238,0.0273
1443,20240118,Corn,Monoculture,1,5,35,Low,133,0.1254,0.0208,0.0244
1444,20240118,Corn,Monoculture,1,5,35,Low,133,0.1059,0.0291,0.0459
1445,20240118,Corn,Monoculture,1,5,35,Low,133,0.1125,0.0269,0.0335
1446,20240118,Corn,Monoculture,1,5,35,Low,133,0.1983,0.0211,0.0234
1447,20240118,Corn,Monoculture,1,5,35,Low,133,0.0867,0.0223,0.0458
1448,20240118,Corn,Monoculture,1,5,35,Low,133,0.128,0.0238,0.0357
1449,20240118,Corn,Monoculture,1,5,35,Low,133,0.1147,0.0191,0.0321
1450,20240118,Corn,Monoculture,1,5,35,Low,133,0.1102,0.0261,0.0319
1451,20240118,Corn,Monoculture,2,5,35,Low,137,0.1226,0.0301,0.0273
1452,20240118,Corn,Monoculture,2,5,35,Low,137,0.107,0.0272,0.0405
1453,20240118,Corn,Monoculture,2,5,35,Low,137,0.1438,0.0271,0.0311
1454,20240118,Corn,Monoculture,2,5,35,Low,137,0.1241,0.0157,0.0208
1455,20240118,Corn,Monoculture,2,5,35,Low,137,0.0958,0.0173,0.0228
1456,20240118,Corn,Monoculture,2,5,35,Low,137,0.1334,0.0174,0.0305
1457,20240118,Corn,Monoculture,2,5,35,Low,137,0.1442,0.0179,0.0252
1458,20240118,Corn,Monoculture,2,5,35,Low,137,0.1058,0.0337,0.0191
1459,20240118,Corn,Monoculture,2,5,35,Low,137,0.1253,0.0247,0.0472
1460,20240118,Corn,Monoculture,2,5,35,Low,137,0.102,0.0267,0.041
1461,20240118,Corn,Monoculture,3,5,35,Low,136,0.1055,0.0247,0.0358
1462,20240118,Corn,Monoculture,3,5,35,Low,136,0.0934,0.0245,0.0416
1463,20240118,Corn,Monoculture,3,5,35,Low,136,0.11,0.0292,0.0512
1464,20240118,Corn,Monoculture,3,5,35,Low,136,0.0862,0.0222,0.0269
1465,20240118,Corn,Monoculture,3,5,35,Low,136,0.1263,0.0243,0.0341
1466,20240118,Corn,Monoculture,3,5,35,Low,136,0.1326,0.033,0.0465
1467,20240118,Corn,Monoculture,3,5,35,Low,136,0.1172,0.0216,0.0347
1468,20240118,Corn,Monoculture,3,5,35,Low,136,0.1148,0.0268,0.0378
1469,20240118,Corn,Monoculture,3,5,35,Low,136,0.0905,0.0207,0.0364
1470,20240118,Corn,Monoculture,3,5,35,Low,136,0.0889,0.0254,0.0282
1471,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1773,0.0277,0.0372
1472,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1169,0.0252,0.0431
1473,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1239,0.0298,0.0352
1474,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1357,0.0287,0.0455
1475,20240118,Corn,Monoculture,1,5,35,Middle,318,0.2055,0.0403,0.039
1476,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1389,0.0166,0.0214
1477,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1254,0.0257,0.0266
1478,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1287,0.0229,0.0301
1479,20240118,Corn,Monoculture,1,5,35,Middle,318,0.0874,0.0143,0.018
1480,20240118,Corn,Monoculture,1,5,35,Middle,318,0.1502,0.023,0.0316
1481,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1444,0.0152,0.0201
1482,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1499,0.025,0.0299
1483,20240118,Corn,Monoculture,2,5,35,Middle,314,0.137,0.0236,0.0315
1484,20240118,Corn,Monoculture,2,5,35,Middle,314,0.0986,0.02,0.0263
1485,20240118,Corn,Monoculture,2,5,35,Middle,314,0.2936,0.0125,0.0194
1486,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1374,0.019,0.0291
1487,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1521,0.0147,0.018
1488,20240118,Corn,Monoculture,2,5,35,Middle,314,0.0733,0.0171,0.0207
1489,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1795,0.0202,0.0292
1490,20240118,Corn,Monoculture,2,5,35,Middle,314,0.1708,0.0338,0.0519
1491,20240118,Corn,Monoculture,3,5,35,Middle,317,0.0954,0.0181,0.0137
1492,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1185,0.0222,0.0343
1493,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1165,0.0245,0.039
1494,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1358,0.029,0.0357
1495,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1273,0.0234,0.0384
1496,20240118,Corn,Monoculture,3,5,35,Middle,317,0.0469,0.0229,0.0292
1497,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1294,0.0309,0.0421
1498,20240118,Corn,Monoculture,3,5,35,Middle,317,0.0989,0.0304,0.02
1499,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1027,0.0294,0.0397
1500,20240118,Corn,Monoculture,3,5,35,Middle,317,0.1046,0.0216,0.0302
1501,20240118,Corn,Monoculture,1,5,35,High,760,0.1426,0.0297,0.0494
1502,20240118,Corn,Monoculture,1,5,35,High,760,0.0591,0.0161,0.0197
1503,20240118,Corn,Monoculture,1,5,35,High,760,0.058,0.0304,0.0399
1504,20240118,Corn,Monoculture,1,5,35,High,760,0.1101,0.0218,0.0312
1505,20240118,Corn,Monoculture,1,5,35,High,760,0.1562,0.0285,0.0449
1506,20240118,Corn,Monoculture,1,5,35,High,760,0.0732,0.0208,0.0235
1507,20240118,Corn,Monoculture,1,5,35,High,760,0.104,0.0312,0.0471
1508,20240118,Corn,Monoculture,1,5,35,High,760,0.1424,0.0223,0.0393
1509,20240118,Corn,Monoculture,1,5,35,High,760,0.1949,0.0263,0.0335
1510,20240118,Corn,Monoculture,1,5,35,High,760,0.1155,0.0262,0.0388
1511,20240118,Corn,Monoculture,2,5,35,High,762,0.0639,0.0175,0.0297
1512,20240118,Corn,Monoculture,2,5,35,High,762,0.1623,0.0259,0.0284
1513,20240118,Corn,Monoculture,2,5,35,High,762,0.0742,0.0285,0.0301
1514,20240118,Corn,Monoculture,2,5,35,High,762,0.1142,0.0256,0.0325
1515,20240118,Corn,Monoculture,2,5,35,High,762,0.0618,0.0313,0.0526
1516,20240118,Corn,Monoculture,2,5,35,High,762,0.0141,0.0335,0.0453
1517,20240118,Corn,Monoculture,2,5,35,High,762,0.1099,0.0335,0.0418
1518,20240118,Corn,Monoculture,2,5,35,High,762,0.093,0.0282,0.0491
1519,20240118,Corn,Monoculture,2,5,35,High,762,0.0928,0.0222,0.0298
1520,20240118,Corn,Monoculture,2,5,35,High,762,0.0843,0.0255,0.0288
1521,20240118,Corn,Monoculture,3,5,35,High,761,0.1347,0.0227,0.0309
1522,20240118,Corn,Monoculture,3,5,35,High,761,0.0626,0.0306,0.0325
1523,20240118,Corn,Monoculture,3,5,35,High,761,0.1389,0.0221,0.0254
1524,20240118,Corn,Monoculture,3,5,35,High,761,0.1392,0.0158,0.024
1525,20240118,Corn,Monoculture,3,5,35,High,761,0.1432,0.0313,0.0241
1526,20240118,Corn,Monoculture,3,5,35,High,761,0.0908,0.0312,0.0342
1527,20240118,Corn,Monoculture,3,5,35,High,761,0.0171,0.0406,0.0278
1528,20240118,Corn,Monoculture,3,5,35,High,761,0.0996,0.0236,0.0259
1529,20240118,Corn,Monoculture,3,5,35,High,761,0.0453,0.0275,0.0195
1530,20240118,Corn,Monoculture,3,5,35,High,761,0.1562,0.0273,0.0283
1801,20240125,Corn,Monoculture,1,6,42,Low,121,0.1038,0.0293,0.0266
1802,20240125,Corn,Monoculture,1,6,42,Low,121,0.1042,0.0384,0.0525
1803,20240125,Corn,Monoculture,1,6,42,Low,121,0.1178,0.0247,0.046
1804,20240125,Corn,Monoculture,1,6,42,Low,121,0.105,0.0329,0.0522
1805,20240125,Corn,Monoculture,1,6,42,Low,121,0.107,0.0237,0.0344
1806,20240125,Corn,Monoculture,1,6,42,Low,121,0.134,0.0385,0.0776
1807,20240125,Corn,Monoculture,1,6,42,Low,121,0.087,0.0224,0.0418
1808,20240125,Corn,Monoculture,1,6,42,Low,121,0.096,0.0257,0.047
1809,20240125,Corn,Monoculture,1,6,42,Low,121,0.0911,0.0298,0.0518
1810,20240125,Corn,Monoculture,1,6,42,Low,121,0.1312,0.0356,0.0513
1811,20240125,Corn,Monoculture,2,6,42,Low,126,0.0972,0.0473,0.0514
1812,20240125,Corn,Monoculture,2,6,42,Low,126,0.0531,0.0462,0.0522
1813,20240125,Corn,Monoculture,2,6,42,Low,126,0.099,0.0243,0.0322
1814,20240125,Corn,Monoculture,2,6,42,Low,126,0.101,0.0316,0.0466
1815,20240125,Corn,Monoculture,2,6,42,Low,126,0.1377,0.0327,0.0685
1816,20240125,Corn,Monoculture,2,6,42,Low,126,0.044,0.0314,0.0427
1817,20240125,Corn,Monoculture,2,6,42,Low,126,0.08,0.0256,0.0484
1818,20240125,Corn,Monoculture,2,6,42,Low,126,0.0918,0.0215,0.0472
1819,20240125,Corn,Monoculture,2,6,42,Low,126,0.0995,0.0426,0.0562
1820,20240125,Corn,Monoculture,2,6,42,Low,126,0.1185,0.0304,0.0528
1821,20240125,Corn,Monoculture,3,6,42,Low,121,0.0675,0.028,0.038
1822,20240125,Corn,Monoculture,3,6,42,Low,121,0.0872,0.0315,0.0651
1823,20240125,Corn,Monoculture,3,6,42,Low,121,0.0747,0.0241,0.0482
1824,20240125,Corn,Monoculture,3,6,42,Low,121,0.0688,0.0265,0.0521
1825,20240125,Corn,Monoculture,3,6,42,Low,121,0.0704,0.024,0.051
1826,20240125,Corn,Monoculture,3,6,42,Low,121,0.1016,0.0373,0.0691
1827,20240125,Corn,Monoculture,3,6,42,Low,121,0.1566,0.0237,0.0454
1828,20240125,Corn,Monoculture,3,6,42,Low,121,0.1213,0.0224,0.0343
1829,20240125,Corn,Monoculture,3,6,42,Low,121,0.0321,0.0288,0.0571
1830,20240125,Corn,Monoculture,3,6,42,Low,121,0.089,0.0233,0.0384
1831,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1437,0.0399,0.0513
1832,20240125,Corn,Monoculture,1,6,42,Middle,308,0.127,0.0293,0.0449
1833,20240125,Corn,Monoculture,1,6,42,Middle,308,0.0678,0.0202,0.0295
1834,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1152,0.0241,0.0407
1835,20240125,Corn,Monoculture,1,6,42,Middle,308,0.124,0.0237,0.0354
1836,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1281,0.0234,0.0391
1837,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1324,0.0261,0.0422
1838,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1302,0.0274,0.0229
1839,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1126,0.0246,0.0308
1840,20240125,Corn,Monoculture,1,6,42,Middle,308,0.1154,0.0291,0.043
1841,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1026,0.0246,0.0387
1842,20240125,Corn,Monoculture,2,6,42,Middle,300,0.0818,0.0176,0.0284
1843,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1251,0.0215,0.0347
1844,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1712,0.0368,0.0465
1845,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1562,0.0391,0.0395
1846,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1106,0.0302,0.0509
1847,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1448,0.0263,0.043
1848,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1008,0.0174,0.0305
1849,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1674,0.0238,0.0239
1850,20240125,Corn,Monoculture,2,6,42,Middle,300,0.1262,0.022,0.0315
1851,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1576,0.0392,0.0575
1852,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1166,0.0347,0.0486
1853,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1282,0.0254,0.042
1854,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1301,0.0208,0.057
1855,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1214,0.0242,0.035
1856,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1237,0.0269,0.043
1857,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1572,0.0329,0.0537
1858,20240125,Corn,Monoculture,3,6,42,Middle,305,0.1102,0.0326,0.0419
1859,20240125,Corn,Monoculture,3,6,42,Middle,305,0.129,0.0294,0.044
1860,20240125,Corn,Monoculture,3,6,42,Middle,305,0.2104,0.0518,0.0589
1861,20240125,Corn,Monoculture,1,6,42,High,749,0.1146,0.0288,0.0392
1862,20240125,Corn,Monoculture,1,6,42,High,749,0.1205,0.0251,0.0467
1863,20240125,Corn,Monoculture,1,6,42,High,749,0.1707,0.0182,0.047
1864,20240125,Corn,Monoculture,1,6,42,High,749,0.088,0.022,0.014
1865,20240125,Corn,Monoculture,1,6,42,High,749,0.089,0.0213,0.0299
1866,20240125,Corn,Monoculture,1,6,42,High,749,0.2589,0.0209,0.0334
1867,20240125,Corn,Monoculture,1,6,42,High,749,0.1849,0.0262,0.0412
1868,20240125,Corn,Monoculture,1,6,42,High,749,0.1675,0.0388,0.059
1869,20240125,Corn,Monoculture,1,6,42,High,749,0.1106,0.0306,0.0391
1870,20240125,Corn,Monoculture,1,6,42,High,749,0.0885,0.0291,0.0458
1871,20240125,Corn,Monoculture,2,6,42,High,749,0.1094,0.0381,0.031
1872,20240125,Corn,Monoculture,2,6,42,High,749,0.0736,0.0197,0.0349
1873,20240125,Corn,Monoculture,2,6,42,High,749,0.1002,0.024,0.0222
1874,20240125,Corn,Monoculture,2,6,42,High,749,0.0828,0.021,0.0221
1875,20240125,Corn,Monoculture,2,6,42,High,749,0.0397,0.0216,0.0352
1876,20240125,Corn,Monoculture,2,6,42,High,749,0.1532,0.0282,0.0307
1877,20240125,Corn,Monoculture,2,6,42,High,749,0.1572,0.0181,0.0338
1878,20240125,Corn,Monoculture,2,6,42,High,749,0.1282,0.0197,0.0326
1879,20240125,Corn,Monoculture,2,6,42,High,749,0.1476,0.013,0.0133
1880,20240125,Corn,Monoculture,2,6,42,High,749,0.0906,0.0274,0.036
1881,20240125,Corn,Monoculture,3,6,42,High,748,0.1123,0.0244,0.0303
1882,20240125,Corn,Monoculture,3,6,42,High,748,0.0865,0.0232,0.0363
1883,20240125,Corn,Monoculture,3,6,42,High,748,0.12,0.0331,0.0276
1884,20240125,Corn,Monoculture,3,6,42,High,748,0.1325,0.0264,0.0454
1885,20240125,Corn,Monoculture,3,6,42,High,748,0.0794,0.0238,0.0322
1886,20240125,Corn,Monoculture,3,6,42,High,748,0.124,0.028,0.0447
1887,20240125,Corn,Monoculture,3,6,42,High,748,0.1446,0.0311,0.053
1888,20240125,Corn,Monoculture,3,6,42,High,748,0.192,0.0327,0.0418
1889,20240125,Corn,Monoculture,3,6,42,High,748,0.124,0.0325,0.0483
1890,20240125,Corn,Monoculture,3,6,42,High,748,0.0695,0.0239,0.0301
